contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
MSFT240705C00365000,MSFT,2024-07-05,365.00,call,90.06,94.38,92.95,50,95.80,50,0,3,2024-07-02,0.82368,1.00000,0.00000,-0.19446,0.00000,0.02999
MSFT240705P00365000,MSFT,2024-07-05,365.00,put,0.00,0.01,0.00,0,0.01,20,0,70,2024-07-02,0.83338,-0.00102,0.00010,-0.07207,0.00143,-0.00004
MSFT240705C00370000,MSFT,2024-07-05,370.00,call,83.81,89.15,87.70,56,90.60,50,0,12,2024-07-02,0.77999,1.00000,0.00000,-0.19712,0.00000,0.03040
MSFT240705P00370000,MSFT,2024-07-05,370.00,put,0.00,0.01,0.00,0,0.01,21,0,116,2024-07-02,0.78765,-0.00107,0.00011,-0.07147,0.00150,-0.00004
MSFT240705C00375000,MSFT,2024-07-05,375.00,call,79.35,84.03,82.70,50,85.35,50,0,4,2024-07-02,0.73631,1.00000,0.00000,-0.19979,0.00000,0.03081
MSFT240705P00375000,MSFT,2024-07-05,375.00,put,0.00,0.01,0.00,0,0.02,14,0,226,2024-07-02,0.74253,-0.00114,0.00012,-0.07098,0.00158,-0.00004
MSFT240705C00380000,MSFT,2024-07-05,380.00,call,75.97,79.05,77.75,50,80.35,50,3,16,2024-07-02,0.69263,1.00000,0.00000,-0.20245,0.00000,0.03122
MSFT240705P00380000,MSFT,2024-07-05,380.00,put,0.01,0.01,0.00,0,0.02,6,10,221,2024-07-02,0.69771,-0.00121,0.00014,-0.07034,0.00166,-0.00005
MSFT240705C00385000,MSFT,2024-07-05,385.00,call,66.00,74.03,72.70,50,75.35,50,0,7,2024-07-02,0.64895,1.00000,0.00000,-0.20512,0.00000,0.03163
MSFT240705P00385000,MSFT,2024-07-05,385.00,put,0.01,0.01,0.00,0,0.01,5,5,242,2024-07-02,0.65335,-0.00128,0.00016,-0.06971,0.00176,-0.00005
MSFT240705C00390000,MSFT,2024-07-05,390.00,call,68.95,69.30,67.70,50,70.90,50,3,12,2024-07-02,0.60526,1.00000,0.00000,-0.20778,0.00000,0.03204
MSFT240705P00390000,MSFT,2024-07-05,390.00,put,0.00,0.01,0.00,0,0.01,2,0,440,2024-07-02,0.60930,-0.00137,0.00018,-0.06895,0.00187,-0.00005
MSFT240705C00395000,MSFT,2024-07-05,395.00,call,60.84,64.20,63.00,51,65.40,56,5,55,2024-07-02,0.56158,1.00000,0.00000,-0.21044,0.00000,0.03245
MSFT240705P00395000,MSFT,2024-07-05,395.00,put,0.01,0.01,0.00,0,0.02,64,4,699,2024-07-02,0.56570,-0.00147,0.00020,-0.06826,0.00199,-0.00006
MSFT240705C00400000,MSFT,2024-07-05,400.00,call,58.92,59.08,57.90,53,60.25,13,29,56,2024-07-02,0.51790,1.00000,0.00000,-0.21311,0.00000,0.03286
MSFT240705P00400000,MSFT,2024-07-05,400.00,put,0.02,0.01,0.00,0,0.01,1,12,817,2024-07-02,0.52241,-0.00158,0.00024,-0.06750,0.00214,-0.00006
MSFT240705C00405000,MSFT,2024-07-05,405.00,call,54.00,54.22,53.05,56,55.40,56,2,72,2024-07-02,0.47422,1.00000,0.00000,-0.21577,0.00000,0.03327
MSFT240705P00405000,MSFT,2024-07-05,405.00,put,0.01,0.01,0.00,0,0.02,6,44,1222,2024-07-02,0.47927,-0.00171,0.00028,-0.06648,0.00229,-0.00007
MSFT240705C00410000,MSFT,2024-07-05,410.00,call,46.46,49.22,48.15,50,50.30,13,3,195,2024-07-02,0.43053,1.00000,0.00000,-0.21843,0.00000,0.03368
MSFT240705P00410000,MSFT,2024-07-05,410.00,put,0.01,0.01,0.00,0,0.02,10,39,786,2024-07-02,0.43659,-0.00188,0.00033,-0.06566,0.00249,-0.00007
MSFT240705C00415000,MSFT,2024-07-05,415.00,call,42.55,44.55,44.10,40,45.00,10,11,249,2024-07-02,0.50275,0.98799,0.00149,-0.61623,0.01302,0.03363
MSFT240705P00415000,MSFT,2024-07-05,415.00,put,0.02,0.01,0.00,0,0.01,29,626,589,2024-07-02,0.39406,-0.00207,0.00040,-0.06466,0.00272,-0.00008
MSFT240705C00420000,MSFT,2024-07-05,420.00,call,38.95,39.83,39.25,10,40.40,50,9,749,2024-07-02,0.56677,0.96198,0.00350,-1.40119,0.03443,0.03304
MSFT240705P00420000,MSFT,2024-07-05,420.00,put,0.01,0.01,0.00,0,0.03,5,348,1250,2024-07-02,0.35153,-0.00229,0.00049,-0.06329,0.00299,-0.00009
MSFT240705C00422500,MSFT,2024-07-05,422.50,call,36.46,36.72,35.55,65,37.90,50,1,43,2024-07-02,0.32133,1.00000,0.00000,-0.22509,0.00000,0.03471
MSFT240705P00422500,MSFT,2024-07-05,422.50,put,0.01,0.01,0.00,0,0.03,46,22,305,2024-07-02,0.33034,-0.00243,0.00055,-0.06260,0.00314,-0.00009
MSFT240705C00425000,MSFT,2024-07-05,425.00,call,34.14,34.25,33.25,46,35.25,12,28,329,2024-07-02,0.29949,1.00000,0.00000,-0.22643,0.00000,0.03492
MSFT240705P00425000,MSFT,2024-07-05,425.00,put,0.01,0.01,0.00,0,0.02,1,110,2312,2024-07-02,0.30931,-0.00259,0.00062,-0.06209,0.00333,-0.00010
MSFT240705C00427500,MSFT,2024-07-05,427.50,call,30.18,31.50,30.05,50,32.95,62,5,42,2024-07-02,0.27765,1.00000,0.00000,-0.22776,0.00000,0.03512
MSFT240705P00427500,MSFT,2024-07-05,427.50,put,0.01,0.02,0.01,51,0.03,5,39,427,2024-07-02,0.30961,-0.00488,0.00110,-0.10976,0.00589,-0.00019
MSFT240705C00430000,MSFT,2024-07-05,430.00,call,29.58,29.32,28.20,52,30.45,77,62,844,2024-07-02,0.25580,1.00000,0.00000,-0.22909,0.00000,0.03533
MSFT240705P00430000,MSFT,2024-07-05,430.00,put,0.01,0.01,0.01,35,0.02,100,1071,1978,2024-07-02,0.26693,-0.00296,0.00081,-0.06036,0.00376,-0.00011
MSFT240705C00432500,MSFT,2024-07-05,432.50,call,26.63,27.30,26.65,10,27.95,50,3,109,2024-07-02,0.40290,0.95303,0.00585,-1.21991,0.04085,0.03373
MSFT240705P00432500,MSFT,2024-07-05,432.50,put,0.03,0.03,0.01,65,0.04,18,145,652,2024-07-02,0.27745,-0.00779,0.00185,-0.14861,0.00892,-0.00030
MSFT240705C00435000,MSFT,2024-07-05,435.00,call,24.17,24.35,23.50,43,25.20,12,210,1152,2024-07-02,0.21212,1.00000,0.00000,-0.23175,0.00000,0.03574
MSFT240705P00435000,MSFT,2024-07-05,435.00,put,0.02,0.03,0.02,12,0.03,109,786,1957,2024-07-02,0.25413,-0.00847,0.00218,-0.14626,0.00960,-0.00032
MSFT240705C00437500,MSFT,2024-07-05,437.50,call,21.48,21.93,20.85,43,23.00,52,71,265,2024-07-02,0.19028,1.00000,0.00000,-0.23309,0.00000,0.03594
MSFT240705P00437500,MSFT,2024-07-05,437.50,put,0.03,0.04,0.02,48,0.05,45,238,1328,2024-07-02,0.23934,-0.01160,0.00304,-0.18103,0.01263,-0.00044
MSFT240705C00440000,MSFT,2024-07-05,440.00,call,19.07,19.33,18.55,42,20.10,17,318,1624,2024-07-02,0.16844,1.00000,0.00000,-0.23442,0.00000,0.03615
MSFT240705P00440000,MSFT,2024-07-05,440.00,put,0.03,0.04,0.03,37,0.05,15,2253,4125,2024-07-02,0.21495,-0.01278,0.00368,-0.17641,0.01373,-0.00049
MSFT240705C00442500,MSFT,2024-07-05,442.50,call,16.55,17.17,16.40,42,17.95,50,67,367,2024-07-02,0.24788,0.95420,0.00932,-0.82810,0.04003,0.03461
MSFT240705P00442500,MSFT,2024-07-05,442.50,put,0.06,0.06,0.05,1,0.07,12,1366,2086,2024-07-02,0.20184,-0.01936,0.00560,-0.23606,0.01961,-0.00074
MSFT240705C00445000,MSFT,2024-07-05,445.00,call,14.75,14.68,14.05,42,15.30,19,264,2182,2024-07-02,0.21967,0.94716,0.01178,-0.82368,0.04487,0.03455
MSFT240705P00445000,MSFT,2024-07-05,445.00,put,0.08,0.08,0.07,11,0.08,2,5538,5697,2024-07-02,0.18431,-0.02712,0.00815,-0.28542,0.02605,-0.00103
MSFT240705C00447500,MSFT,2024-07-05,447.50,call,12.40,12.20,11.65,53,12.75,11,247,1242,2024-07-02,0.19239,0.93619,0.01560,-0.83176,0.05204,0.03434
MSFT240705P00447500,MSFT,2024-07-05,447.50,put,0.13,0.12,0.11,1,0.13,17,2399,3099,2024-07-02,0.16907,-0.04168,0.01266,-0.37132,0.03710,-0.00158
MSFT240705C00450000,MSFT,2024-07-05,450.00,call,10.29,10.02,9.70,8,10.35,19,850,2895,2024-07-02,0.20367,0.87253,0.02461,-1.28479,0.08689,0.03211
MSFT240705P00450000,MSFT,2024-07-05,450.00,put,0.20,0.19,0.18,1,0.20,80,5821,5266,2024-07-02,0.15428,-0.06710,0.02023,-0.49136,0.05411,-0.00255
MSFT240705C00452500,MSFT,2024-07-05,452.50,call,7.80,7.60,7.35,60,7.85,79,1268,2192,2024-07-02,0.17288,0.83761,0.03413,-1.27678,0.10229,0.03099
MSFT240705P00452500,MSFT,2024-07-05,452.50,put,0.35,0.33,0.32,5,0.35,8,4045,2447,2024-07-02,0.14117,-0.11455,0.03293,-0.66394,0.08060,-0.00435
MSFT240705C00455000,MSFT,2024-07-05,455.00,call,5.43,5.20,4.80,207,5.60,41,5870,3486,2024-07-02,0.13904,0.78343,0.05068,-1.22239,0.12218,0.02915
MSFT240705P00455000,MSFT,2024-07-05,455.00,put,0.68,0.69,0.65,21,0.72,58,8602,2321,2024-07-02,0.13660,-0.21255,0.05103,-0.95186,0.12085,-0.00808
MSFT240705C00457500,MSFT,2024-07-05,457.50,call,3.50,3.50,3.40,51,3.60,5,10535,4522,2024-07-02,0.14361,0.63247,0.06300,-1.52340,0.15687,0.02359
MSFT240705P00457500,MSFT,2024-07-05,457.50,put,1.32,1.33,1.27,2,1.39,1,4619,471,2024-07-02,0.13141,-0.35619,0.06812,-1.15282,0.15520,-0.01356
MSFT240705C00460000,MSFT,2024-07-05,460.00,call,2.10,2.10,2.06,1,2.14,1,23513,4837,2024-07-02,0.14148,0.46750,0.06750,-1.53821,0.16556,0.01747
MSFT240705P00460000,MSFT,2024-07-05,460.00,put,2.30,2.42,2.32,5,2.51,1,1348,228,2024-07-02,0.12943,-0.53597,0.07372,-1.17013,0.16544,-0.02043
MSFT240705C00462500,MSFT,2024-07-05,462.50,call,1.06,1.09,1.04,3,1.14,1,5385,3532,2024-07-02,0.13736,0.30166,0.06094,-1.28601,0.14513,0.01130
MSFT240705P00462500,MSFT,2024-07-05,462.50,put,4.30,4.33,3.65,61,5.00,41,68,23,2024-07-02,0.15245,-0.67971,0.05636,-1.21276,0.14896,-0.02601
MSFT240705C00465000,MSFT,2024-07-05,465.00,call,0.54,0.53,0.50,43,0.57,14,3560,4656,2024-07-02,0.13843,0.17231,0.04428,-0.93687,0.10628,0.00646
MSFT240705P00465000,MSFT,2024-07-05,465.00,put,5.92,6.08,5.20,140,6.95,262,125,50,2024-07-02,0.14163,-0.82211,0.04417,-0.72989,0.10845,-0.03153
MSFT240705C00467500,MSFT,2024-07-05,467.50,call,0.24,0.24,0.22,59,0.26,23,1142,1769,2024-07-02,0.14102,0.08901,0.02743,-0.59696,0.06706,0.00334
MSFT240705P00467500,MSFT,2024-07-05,467.50,put,8.25,8.48,7.65,30,9.30,77,8,0,2024-07-02,0.16952,-0.86823,0.03025,-0.69987,0.08891,-0.03347
MSFT240705C00470000,MSFT,2024-07-05,470.00,call,0.12,0.11,0.10,28,0.12,64,2075,3012,2024-07-02,0.14605,0.04430,0.01539,-0.35703,0.03897,0.00166
MSFT240705P00470000,MSFT,2024-07-05,470.00,put,15.00,10.85,9.90,42,11.80,52,12,5,2024-07-02,0.18751,-0.90708,0.02130,-0.56195,0.06924,-0.03513
MSFT240705C00475000,MSFT,2024-07-05,475.00,call,0.03,0.03,0.02,26,0.03,122,622,2904,2024-07-02,0.16343,0.01272,0.00483,-0.13913,0.01368,0.00048
MSFT240705P00475000,MSFT,2024-07-05,475.00,put,0.00,15.67,14.45,42,16.90,67,0,1,2024-07-02,0.21327,-0.95621,0.01044,-0.25853,0.03861,-0.03738
MSFT240705C00480000,MSFT,2024-07-05,480.00,call,0.02,0.01,0.01,1,0.02,136,168,1425,2024-07-02,0.18248,0.00424,0.00164,-0.05870,0.00519,0.00016
MSFT240705P00480000,MSFT,2024-07-05,480.00,put,21.26,21.05,19.40,55,22.70,46,34,44,2024-07-02,0.34467,-0.91659,0.01069,-1.10384,0.06388,-0.03633
MSFT240705C00485000,MSFT,2024-07-05,485.00,call,0.01,0.01,0.00,0,0.01,1,15,269,2024-07-02,0.22074,0.00356,0.00116,-0.06059,0.00445,0.00013
MSFT240705P00485000,MSFT,2024-07-05,485.00,put,26.26,25.90,24.70,40,27.10,68,4,0,2024-07-02,0.37714,-0.94106,0.00748,-0.87802,0.04891,-0.03765
MSFT240705C00490000,MSFT,2024-07-05,490.00,call,0.01,0.01,0.00,0,0.01,6,4,293,2024-07-02,0.25794,0.00309,0.00087,-0.06210,0.00391,0.00012
MSFT240705P00490000,MSFT,2024-07-05,490.00,put,31.30,30.67,29.40,50,31.95,62,3,0,2024-07-02,0.36876,-0.97173,0.00422,-0.35073,0.02697,-0.03920
MSFT240705C00495000,MSFT,2024-07-05,495.00,call,0.01,0.01,0.00,0,0.02,27,0,81,2024-07-02,0.29437,0.00275,0.00069,-0.06364,0.00352,0.00010
MSFT240705P00495000,MSFT,2024-07-05,495.00,put,0.00,35.95,34.40,50,37.50,56,0,0,2024-07-02,0.49848,-0.94792,0.00513,-1.09391,0.04436,-0.03874
MSFT240705C00500000,MSFT,2024-07-05,500.00,call,0.01,0.01,0.00,0,0.01,57,4,990,2024-07-02,0.32989,0.00247,0.00056,-0.06477,0.00320,0.00009
MSFT240705P00500000,MSFT,2024-07-05,500.00,put,41.20,40.33,39.40,50,41.25,50,26,6,2024-07-02,0.35575,-1.00000,0.00000,0.26638,0.00000,-0.04108
MSFT240705C00505000,MSFT,2024-07-05,505.00,call,0.01,0.01,0.00,0,0.02,44,0,27,2024-07-02,0.36479,0.00226,0.00047,-0.06595,0.00295,0.00008
MSFT240705P00505000,MSFT,2024-07-05,505.00,put,0.00,45.90,44.40,50,47.40,50,0,0,2024-07-02,0.59024,-0.95894,0.00358,-1.05689,0.03665,-0.03997
MSFT240705C00510000,MSFT,2024-07-05,510.00,call,0.01,0.01,0.00,0,0.01,3,0,97,2024-07-02,0.39894,0.00208,0.00040,-0.06684,0.00273,0.00008
MSFT240705P00510000,MSFT,2024-07-05,510.00,put,0.00,50.95,49.40,50,52.50,55,0,0,2024-07-02,0.65396,-0.95816,0.00328,-1.21864,0.03721,-0.04036
MSFT240705C00515000,MSFT,2024-07-05,515.00,call,0.01,0.01,0.00,0,0.01,5,0,303,2024-07-02,0.43247,0.00193,0.00034,-0.06764,0.00255,0.00007
MSFT240705P00515000,MSFT,2024-07-05,515.00,put,0.00,55.70,54.40,50,57.00,53,0,0,2024-07-02,0.61601,-0.97803,0.00204,-0.54900,0.02183,-0.04150
MSFT240705C00520000,MSFT,2024-07-05,520.00,call,0.01,0.01,0.00,0,0.01,5,0,41,2024-07-02,0.46555,0.00180,0.00030,-0.06854,0.00240,0.00007
MSFT240705P00520000,MSFT,2024-07-05,520.00,put,0.00,60.85,59.40,50,62.30,53,0,0,2024-07-02,0.72042,-0.96868,0.00235,-1.01712,0.02936,-0.04157
MSFT240705C00525000,MSFT,2024-07-05,525.00,call,0.01,0.01,0.00,0,0.01,196,0,68,2024-07-02,0.49802,0.00170,0.00026,-0.06926,0.00227,0.00006
MSFT240705P00525000,MSFT,2024-07-05,525.00,put,0.00,66.30,64.95,40,67.65,50,0,0,2024-07-02,0.88932,-0.94663,0.00293,-2.17992,0.04523,-0.04118
MSFT240712C00220000,MSFT,2024-07-12,220.00,call,0.00,239.65,238.35,40,240.95,50,0,0,2024-07-02,1.55333,0.99864,0.00004,-0.21311,0.00340,0.06000
MSFT240712P00220000,MSFT,2024-07-12,220.00,put,0.00,0.01,0.00,0,0.01,250,0,0,2024-07-02,1.36096,-0.00035,0.00001,-0.02427,0.00098,-0.00005
MSFT240712C00230000,MSFT,2024-07-12,230.00,call,0.00,229.70,228.40,40,231.00,50,0,0,2024-07-02,1.54464,0.99773,0.00006,-0.27399,0.00540,0.06261
MSFT240712P00230000,MSFT,2024-07-12,230.00,put,0.00,0.01,0.00,0,0.03,7,0,0,2024-07-02,1.28276,-0.00038,0.00001,-0.02416,0.00104,-0.00005
MSFT240712C00240000,MSFT,2024-07-12,240.00,call,215.99,219.70,218.40,40,221.00,50,0,2,2024-07-02,1.42833,0.99795,0.00006,-0.25596,0.00494,0.06538
MSFT240712P00240000,MSFT,2024-07-12,240.00,put,0.00,0.01,0.00,0,0.03,7,0,0,2024-07-02,1.20776,-0.00040,0.00002,-0.02403,0.00109,-0.00005
MSFT240712C00250000,MSFT,2024-07-12,250.00,call,0.00,209.28,207.55,40,211.00,50,0,0,2024-07-02,0.66486,1.00000,0.00000,-0.13306,0.00000,0.06839
MSFT240712P00250000,MSFT,2024-07-12,250.00,put,0.00,0.01,0.00,0,0.03,7,0,0,2024-07-02,1.13566,-0.00042,0.00002,-0.02387,0.00116,-0.00006
MSFT240712C00260000,MSFT,2024-07-12,260.00,call,0.00,199.28,197.50,52,201.05,50,0,0,2024-07-02,0.63309,1.00000,0.00000,-0.13838,0.00000,0.07113
MSFT240712P00260000,MSFT,2024-07-12,260.00,put,0.00,0.01,0.00,0,0.03,7,0,0,2024-07-02,1.06645,-0.00045,0.00002,-0.02375,0.00123,-0.00006
MSFT240712C00270000,MSFT,2024-07-12,270.00,call,0.00,189.75,188.45,40,191.05,50,0,0,2024-07-02,1.19648,0.99736,0.00009,-0.27857,0.00621,0.07351
MSFT240712P00270000,MSFT,2024-07-12,270.00,put,0.00,0.01,0.00,0,0.03,7,0,0,2024-07-02,0.99969,-0.00048,0.00002,-0.02361,0.00130,-0.00006
MSFT240712C00280000,MSFT,2024-07-12,280.00,call,0.00,179.38,177.65,41,181.10,50,0,0,2024-07-02,0.56956,1.00000,0.00000,-0.14902,0.00000,0.07660
MSFT240712P00280000,MSFT,2024-07-12,280.00,put,0.00,0.01,0.00,0,0.03,7,0,1,2024-07-02,0.93521,-0.00051,0.00003,-0.02345,0.00138,-0.00007
MSFT240712C00285000,MSFT,2024-07-12,285.00,call,0.00,174.35,172.60,41,176.10,50,0,0,2024-07-02,0.55367,1.00000,0.00000,-0.15168,0.00000,0.07797
MSFT240712P00285000,MSFT,2024-07-12,285.00,put,0.00,0.01,0.00,0,0.03,7,0,0,2024-07-02,0.90365,-0.00053,0.00003,-0.02333,0.00142,-0.00007
MSFT240712C00290000,MSFT,2024-07-12,290.00,call,0.00,169.50,167.90,40,171.10,50,0,0,2024-07-02,0.53779,1.00000,0.00000,-0.15434,0.00000,0.07934
MSFT240712P00290000,MSFT,2024-07-12,290.00,put,0.00,0.01,0.00,0,0.03,7,0,0,2024-07-02,0.87271,-0.00055,0.00003,-0.02324,0.00147,-0.00007
