contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
NVDA240705P00086000,NVDA,2024-07-05,86.00,put,0.00,0.01,0.00,0,0.01,246,0,3611,2024-07-02,1.40212,-0.00211,0.00043,-0.06305,0.00074,-0.00002
NVDA240705C00087000,NVDA,2024-07-05,87.00,call,35.30,35.70,35.50,32,35.90,28,6,60,2024-07-02,1.16676,1.00000,0.00000,-0.04635,0.00000,0.00715
NVDA240705P00087000,NVDA,2024-07-05,87.00,put,0.01,0.01,0.00,0,0.01,246,6,1500,2024-07-02,1.36004,-0.00217,0.00045,-0.06277,0.00076,-0.00002
NVDA240705C00087500,NVDA,2024-07-05,87.50,call,31.75,35.20,34.95,159,35.45,37,0,103,2024-07-02,1.15040,1.00000,0.00000,-0.04662,0.00000,0.00719
NVDA240705P00087500,NVDA,2024-07-05,87.50,put,0.00,0.01,0.00,0,0.01,280,0,3686,2024-07-02,1.33916,-0.00221,0.00047,-0.06262,0.00077,-0.00002
NVDA240705C00088000,NVDA,2024-07-05,88.00,call,37.15,34.67,34.50,36,34.85,25,0,43,2024-07-02,1.13405,1.00000,0.00000,-0.04688,0.00000,0.00723
NVDA240705P00088000,NVDA,2024-07-05,88.00,put,0.00,0.01,0.00,0,0.01,296,0,1768,2024-07-02,1.31843,-0.00224,0.00048,-0.06250,0.00078,-0.00002
NVDA240705C00088500,NVDA,2024-07-05,88.50,call,34.01,34.23,34.00,131,34.45,55,24,48,2024-07-02,1.40273,0.99579,0.00080,-0.16466,0.00138,0.00723
NVDA240705P00088500,NVDA,2024-07-05,88.50,put,0.00,0.01,0.00,0,0.01,296,0,1216,2024-07-02,1.29770,-0.00227,0.00049,-0.06233,0.00079,-0.00002
NVDA240705C00089000,NVDA,2024-07-05,89.00,call,33.53,33.73,33.50,130,33.95,80,110,102,2024-07-02,1.37925,0.99576,0.00081,-0.16368,0.00139,0.00727
NVDA240705P00089000,NVDA,2024-07-05,89.00,put,0.00,0.01,0.00,0,0.01,280,0,3186,2024-07-02,1.27712,-0.00231,0.00051,-0.06218,0.00080,-0.00002
NVDA240705C00089500,NVDA,2024-07-05,89.50,call,34.55,33.23,32.95,159,33.50,116,0,67,2024-07-02,1.35578,0.99573,0.00083,-0.16261,0.00140,0.00731
NVDA240705P00089500,NVDA,2024-07-05,89.50,put,0.01,0.01,0.00,0,0.01,296,10,11020,2024-07-02,1.25669,-0.00234,0.00052,-0.06206,0.00081,-0.00002
NVDA240705C00090000,NVDA,2024-07-05,90.00,call,32.83,32.75,32.55,44,32.95,31,44,5472,2024-07-02,1.44221,0.99260,0.00128,-0.24711,0.00228,0.00732
NVDA240705P00090000,NVDA,2024-07-05,90.00,put,0.01,0.01,0.00,0,0.01,296,22,12020,2024-07-02,1.23642,-0.00238,0.00054,-0.06195,0.00083,-0.00002
NVDA240705C00090500,NVDA,2024-07-05,90.50,call,32.55,32.23,31.95,161,32.50,116,8,97,2024-07-02,1.30928,0.99567,0.00087,-0.16052,0.00141,0.00739
NVDA240705P00090500,NVDA,2024-07-05,90.50,put,0.01,0.01,0.00,0,0.01,296,9,505,2024-07-02,1.21614,-0.00242,0.00056,-0.06181,0.00084,-0.00003
NVDA240705C00091000,NVDA,2024-07-05,91.00,call,29.50,31.70,31.40,198,32.00,113,0,222,2024-07-02,1.03592,1.00000,0.00000,-0.04848,0.00000,0.00748
NVDA240705P00091000,NVDA,2024-07-05,91.00,put,0.02,0.01,0.00,0,0.01,294,10,816,2024-07-02,1.19587,-0.00246,0.00057,-0.06162,0.00085,-0.00003
NVDA240705C00091500,NVDA,2024-07-05,91.50,call,32.30,31.20,30.95,144,31.45,36,0,258,2024-07-02,1.01956,1.00000,0.00000,-0.04875,0.00000,0.00752
NVDA240705P00091500,NVDA,2024-07-05,91.50,put,0.01,0.01,0.00,0,0.01,273,1,999,2024-07-02,1.17575,-0.00250,0.00059,-0.06145,0.00086,-0.00003
NVDA240705C00092000,NVDA,2024-07-05,92.00,call,30.50,30.73,30.55,42,30.90,112,95,435,2024-07-02,1.24069,0.99558,0.00094,-0.15750,0.00144,0.00751
NVDA240705P00092000,NVDA,2024-07-05,92.00,put,0.01,0.01,0.00,0,0.01,280,76,1245,2024-07-02,1.15578,-0.00254,0.00061,-0.06132,0.00087,-0.00003
NVDA240705C00092500,NVDA,2024-07-05,92.50,call,29.20,30.23,30.00,140,30.45,37,2,44,2024-07-02,1.21797,0.99555,0.00096,-0.15643,0.00145,0.00755
NVDA240705P00092500,NVDA,2024-07-05,92.50,put,0.01,0.01,0.00,0,0.01,272,260,1946,2024-07-02,1.13596,-0.00258,0.00063,-0.06121,0.00089,-0.00003
NVDA240705C00093000,NVDA,2024-07-05,93.00,call,31.07,29.73,29.50,129,29.95,41,0,262,2024-07-02,1.19541,0.99552,0.00099,-0.15538,0.00146,0.00759
NVDA240705P00093000,NVDA,2024-07-05,93.00,put,0.01,0.01,0.00,0,0.01,265,296,3321,2024-07-02,1.11599,-0.00262,0.00065,-0.06099,0.00090,-0.00003
NVDA240705C00093500,NVDA,2024-07-05,93.50,call,34.40,29.15,28.95,164,29.35,25,0,127,2024-07-02,0.95414,1.00000,0.00000,-0.04981,0.00000,0.00768
NVDA240705P00093500,NVDA,2024-07-05,93.50,put,0.01,0.01,0.00,0,0.01,257,620,3823,2024-07-02,1.09633,-0.00267,0.00067,-0.06086,0.00092,-0.00003
NVDA240705C00094000,NVDA,2024-07-05,94.00,call,28.10,28.73,28.50,130,28.95,37,10,182,2024-07-02,1.15075,0.99545,0.00104,-0.15334,0.00148,0.00768
NVDA240705P00094000,NVDA,2024-07-05,94.00,put,0.01,0.01,0.00,0,0.01,334,773,3634,2024-07-02,1.07667,-0.00271,0.00070,-0.06070,0.00093,-0.00003
NVDA240705C00094500,NVDA,2024-07-05,94.50,call,25.55,28.20,28.00,139,28.40,31,0,137,2024-07-02,0.92143,1.00000,0.00000,-0.05035,0.00000,0.00776
NVDA240705P00094500,NVDA,2024-07-05,94.50,put,0.01,0.01,0.00,0,0.01,331,610,3445,2024-07-02,1.05700,-0.00276,0.00072,-0.06049,0.00094,-0.00003
NVDA240705C00095000,NVDA,2024-07-05,95.00,call,26.33,27.70,27.50,136,27.90,27,62,731,2024-07-02,0.90508,1.00000,0.00000,-0.05061,0.00000,0.00780
NVDA240705P00095000,NVDA,2024-07-05,95.00,put,0.01,0.01,0.00,0,0.01,295,153,6053,2024-07-02,1.03764,-0.00281,0.00075,-0.06039,0.00096,-0.00003
NVDA240705C00095500,NVDA,2024-07-05,95.50,call,30.73,27.23,27.00,140,27.45,104,0,551,2024-07-02,1.08444,0.99534,0.00113,-0.15016,0.00151,0.00780
NVDA240705P00095500,NVDA,2024-07-05,95.50,put,0.01,0.01,0.00,0,0.01,188,69,3750,2024-07-02,1.01813,-0.00286,0.00077,-0.06018,0.00097,-0.00003
NVDA240705C00096000,NVDA,2024-07-05,96.00,call,26.75,26.70,26.45,149,26.95,34,55,221,2024-07-02,0.87237,1.00000,0.00000,-0.05115,0.00000,0.00789
NVDA240705P00096000,NVDA,2024-07-05,96.00,put,0.01,0.01,0.00,0,0.01,70,119,1320,2024-07-02,0.99877,-0.00291,0.00080,-0.05999,0.00099,-0.00003
NVDA240705C00096500,NVDA,2024-07-05,96.50,call,27.84,26.27,26.05,30,26.50,39,0,281,2024-07-02,1.20441,0.98797,0.00234,-0.30565,0.00348,0.00780
NVDA240705P00096500,NVDA,2024-07-05,96.50,put,0.01,0.01,0.00,0,0.02,344,302,3348,2024-07-02,0.97956,-0.00297,0.00083,-0.05985,0.00101,-0.00003
NVDA240705C00097000,NVDA,2024-07-05,97.00,call,26.30,25.75,25.50,139,26.00,39,8,179,2024-07-02,1.11599,0.99124,0.00191,-0.23035,0.00264,0.00788
NVDA240705P00097000,NVDA,2024-07-05,97.00,put,0.02,0.01,0.01,114,0.02,324,101,7271,2024-07-02,0.96036,-0.00302,0.00086,-0.05966,0.00102,-0.00003
NVDA240705C00097500,NVDA,2024-07-05,97.50,call,26.91,25.23,24.95,166,25.50,39,0,193,2024-07-02,0.99786,0.99518,0.00126,-0.14608,0.00156,0.00796
NVDA240705P00097500,NVDA,2024-07-05,97.50,put,0.01,0.01,0.01,68,0.02,125,13,3241,2024-07-02,0.94115,-0.00308,0.00089,-0.05943,0.00104,-0.00003
NVDA240705C00098000,NVDA,2024-07-05,98.00,call,23.85,24.73,24.50,147,24.95,37,0,372,2024-07-02,0.97636,0.99514,0.00130,-0.14497,0.00157,0.00800
NVDA240705P00098000,NVDA,2024-07-05,98.00,put,0.01,0.01,0.01,22,0.02,228,108,1747,2024-07-02,0.92210,-0.00314,0.00093,-0.05924,0.00106,-0.00003
NVDA240705C00098500,NVDA,2024-07-05,98.50,call,24.70,24.20,23.90,200,24.50,39,0,51,2024-07-02,0.79059,1.00000,0.00000,-0.05248,0.00000,0.00809
NVDA240705P00098500,NVDA,2024-07-05,98.50,put,0.01,0.01,0.01,305,0.02,77,124,2258,2024-07-02,0.90319,-0.00320,0.00097,-0.05909,0.00108,-0.00003
NVDA240705C00099000,NVDA,2024-07-05,99.00,call,23.20,23.67,23.45,174,23.90,5,11,352,2024-07-02,0.77424,1.00000,0.00000,-0.05274,0.00000,0.00813
NVDA240705P00099000,NVDA,2024-07-05,99.00,put,0.01,0.01,0.01,104,0.02,53,47,1978,2024-07-02,0.88429,-0.00327,0.00100,-0.05890,0.00110,-0.00003
NVDA240705C00099500,NVDA,2024-07-05,99.50,call,22.20,23.27,23.05,33,23.50,50,90,154,2024-07-02,1.06539,0.98680,0.00286,-0.29665,0.00377,0.00804
NVDA240705P00099500,NVDA,2024-07-05,99.50,put,0.01,0.01,0.01,104,0.02,79,55,3409,2024-07-02,0.86539,-0.00333,0.00105,-0.05867,0.00112,-0.00003
NVDA240705C00100000,NVDA,2024-07-05,100.00,call,22.45,22.73,22.55,41,22.90,39,298,4594,2024-07-02,0.89176,0.99496,0.00147,-0.14077,0.00162,0.00816
NVDA240705P00100000,NVDA,2024-07-05,100.00,put,0.02,0.01,0.01,133,0.02,202,1075,27282,2024-07-02,0.84664,-0.00340,0.00109,-0.05848,0.00114,-0.00004
NVDA240705C00100500,NVDA,2024-07-05,100.50,call,24.20,22.20,22.00,138,22.40,28,0,269,2024-07-02,0.72517,1.00000,0.00000,-0.05354,0.00000,0.00826
NVDA240705P00100500,NVDA,2024-07-05,100.50,put,0.01,0.01,0.01,133,0.02,56,21,2773,2024-07-02,0.82789,-0.00347,0.00113,-0.05826,0.00116,-0.00004
NVDA240705C00101000,NVDA,2024-07-05,101.00,call,21.45,21.77,21.55,42,22.00,39,112,512,2024-07-02,0.99709,0.98611,0.00320,-0.29200,0.00394,0.00815
NVDA240705P00101000,NVDA,2024-07-05,101.00,put,0.01,0.01,0.01,234,0.02,40,270,2132,2024-07-02,0.80929,-0.00355,0.00118,-0.05808,0.00118,-0.00004
NVDA240705C00101500,NVDA,2024-07-05,101.50,call,21.81,21.25,21.05,44,21.45,147,10,564,2024-07-02,0.91691,0.98998,0.00262,-0.21897,0.00297,0.00823
NVDA240705P00101500,NVDA,2024-07-05,101.50,put,0.02,0.01,0.01,196,0.02,56,259,2865,2024-07-02,0.79070,-0.00363,0.00124,-0.05786,0.00121,-0.00004
NVDA240705C00102000,NVDA,2024-07-05,102.00,call,20.60,20.73,20.55,53,20.90,34,102,1399,2024-07-02,0.80884,0.99475,0.00168,-0.13660,0.00168,0.00833
NVDA240705P00102000,NVDA,2024-07-05,102.00,put,0.01,0.01,0.01,412,0.02,50,170,7899,2024-07-02,0.77210,-0.00371,0.00129,-0.05760,0.00123,-0.00004
NVDA240705C00102500,NVDA,2024-07-05,102.50,call,19.05,20.25,20.05,27,20.45,110,15,117,2024-07-02,0.87362,0.98964,0.00283,-0.21632,0.00306,0.00831
NVDA240705P00102500,NVDA,2024-07-05,102.50,put,0.01,0.01,0.01,530,0.02,39,729,2488,2024-07-02,0.75366,-0.00380,0.00135,-0.05739,0.00126,-0.00004
NVDA240705C00103000,NVDA,2024-07-05,103.00,call,19.55,19.73,19.55,45,19.90,37,13,933,2024-07-02,0.76798,0.99463,0.00180,-0.13453,0.00171,0.00841
NVDA240705P00103000,NVDA,2024-07-05,103.00,put,0.01,0.01,0.01,242,0.02,33,580,4382,2024-07-02,0.73521,-0.00388,0.00141,-0.05714,0.00128,-0.00004
NVDA240705C00103500,NVDA,2024-07-05,103.50,call,19.15,19.25,19.05,33,19.45,109,152,220,2024-07-02,0.83064,0.98928,0.00307,-0.21362,0.00315,0.00839
NVDA240705P00103500,NVDA,2024-07-05,103.50,put,0.02,0.02,0.01,209,0.03,68,559,6727,2024-07-02,0.77515,-0.00696,0.00225,-0.10119,0.00216,-0.00007
NVDA240705C00104000,NVDA,2024-07-05,104.00,call,18.70,18.73,18.55,56,18.90,39,17,2886,2024-07-02,0.72744,0.99451,0.00194,-0.13241,0.00175,0.00849
NVDA240705P00104000,NVDA,2024-07-05,104.00,put,0.03,0.03,0.02,49,0.03,64,189,7338,2024-07-02,0.79481,-0.00981,0.00297,-0.14031,0.00292,-0.00010
NVDA240705C00104500,NVDA,2024-07-05,104.50,call,17.50,18.23,18.00,140,18.45,97,220,106,2024-07-02,0.70732,0.99444,0.00202,-0.13136,0.00177,0.00853
NVDA240705P00104500,NVDA,2024-07-05,104.50,put,0.03,0.03,0.02,48,0.03,74,94,2810,2024-07-02,0.77454,-0.01005,0.00311,-0.13964,0.00298,-0.00010
NVDA240705C00105000,NVDA,2024-07-05,105.00,call,17.22,17.80,17.60,36,18.00,36,201,1328,2024-07-02,0.87576,0.97748,0.00550,-0.37161,0.00595,0.00839
NVDA240705P00105000,NVDA,2024-07-05,105.00,put,0.02,0.03,0.02,151,0.03,84,2597,15686,2024-07-02,0.75427,-0.01030,0.00326,-0.13889,0.00304,-0.00011
NVDA240705C00105500,NVDA,2024-07-05,105.50,call,16.43,17.27,17.05,35,17.50,37,1,294,2024-07-02,0.79619,0.98346,0.00465,-0.27691,0.00458,0.00850
